Kategori,Subkategori,Deskripsi
Keamanan,Tugas terjadwal mencurigakan,Indikasi Tugas terjadwal mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Tunneling lalu lintas mencurigakan,Pengguna melaporkan adanya Tunneling lalu lintas mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Unduhan file mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Unduhan file mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,ARP spoofing mencurigakan,"Saat pemantauan berlangsung, sistem menemukan ARP spoofing mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Akses USB tidak sah,Sistem memberikan peringatan terkait Akses USB tidak sah; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Aktivitas VM mencurigakan,Sistem mendeteksi indikasi Aktivitas VM mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Aktivitas administrator mencurigakan,Tiket dibuat karena ditemukan Aktivitas administrator mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Aktivitas botnet,Kejadian Aktivitas botnet terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Aktivitas container mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Aktivitas container mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Aktivitas hypervisor mencurigakan,Peringatan tercatat setelah teridentifikasi Aktivitas hypervisor mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Aktivitas kernel mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Aktivitas kernel mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Aktivitas mencurigakan terdeteksi,Indikasi Aktivitas mencurigakan terdeteksi muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Aktivitas orang dalam mencurigakan,Pengguna melaporkan adanya Aktivitas orang dalam mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Backdoor mencurigakan terdeteksi,"Saat pemantauan berlangsung, sistem menemukan Backdoor mencurigakan terdeteksi; sumber aktivitas belum dapat dipastikan."
Keamanan,Basis data terekspos,Sistem memberikan peringatan terkait Basis data terekspos; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Cross-site scripting terdeteksi,Sistem mendeteksi indikasi Cross-site scripting terdeteksi; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,DNS poisoning mencurigakan,Tiket dibuat karena ditemukan DNS poisoning mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Dump memori mencurigakan,Kejadian Dump memori mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Eksekusi proses mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Eksekusi proses mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Eksfiltrasi data mencurigakan terdeteksi,Peringatan tercatat setelah teridentifikasi Eksfiltrasi data mencurigakan terdeteksi; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Eksploit zero-day,Pengguna meminta pemeriksaan setelah muncul indikasi Eksploit zero-day yang tidak dikenali sebagai aktivitas normal.
Keamanan,Endpoint tidak memenuhi kepatuhan,Indikasi Endpoint tidak memenuhi kepatuhan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,IP spoofing mencurigakan,Pengguna melaporkan adanya IP spoofing mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Infeksi ransomware,"Saat pemantauan berlangsung, sistem menemukan Infeksi ransomware; sumber aktivitas belum dapat dipastikan."
Keamanan,Infeksi spyware,Sistem memberikan peringatan terkait Infeksi spyware; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Injeksi DLL mencurigakan,Sistem mendeteksi indikasi Injeksi DLL mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Injeksi paket mencurigakan,Tiket dibuat karena ditemukan Injeksi paket mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Insiden kebocoran data,Kejadian Insiden kebocoran data terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Instalasi driver mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Instalasi driver mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Kata sandi lemah terdeteksi,Peringatan tercatat setelah teridentifikasi Kata sandi lemah terdeteksi; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Kerentanan yang belum ditambal,Pengguna meminta pemeriksaan setelah muncul indikasi Kerentanan yang belum ditambal yang tidak dikenali sebagai aktivitas normal.
Keamanan,Kesalahan konfigurasi cloud,Indikasi Kesalahan konfigurasi cloud muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Keylogger terdeteksi,Pengguna melaporkan adanya Keylogger terdeteksi; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Kompromi kontraktor mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Kompromi kontraktor mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Kompromi mitra mencurigakan,Sistem memberikan peringatan terkait Kompromi mitra mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Kompromi pihak ketiga mencurigakan,Sistem mendeteksi indikasi Kompromi pihak ketiga mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Kompromi vendor mencurigakan,Tiket dibuat karena ditemukan Kompromi vendor mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Kredensial telah dikompromikan,Kejadian Kredensial telah dikompromikan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Lalu lintas beaconing mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Lalu lintas beaconing mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Lalu lintas keluar mencurigakan,Peringatan tercatat setelah teridentifikasi Lalu lintas keluar mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Lampiran email mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Lampiran email mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Login SaaS mencurigakan,Indikasi Login SaaS mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Login cloud mencurigakan,Pengguna melaporkan adanya Login cloud mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Lokasi login mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Lokasi login mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,MAC spoofing mencurigakan,Sistem memberikan peringatan terkait MAC spoofing mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Makro berbahaya terdeteksi,Sistem mendeteksi indikasi Makro berbahaya terdeteksi; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Manipulasi log audit mencurigakan,Tiket dibuat karena ditemukan Manipulasi log audit mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Patch keamanan tidak tersedia,Kejadian Patch keamanan tidak tersedia terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Pelanggaran CIS mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Pelanggaran CIS mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Pelanggaran GDPR mencurigakan,Peringatan tercatat setelah teridentifikasi Pelanggaran GDPR mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Pelanggaran HIPAA mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Pelanggaran HIPAA mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Pelanggaran ISO mencurigakan,Indikasi Pelanggaran ISO mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Pelanggaran NIST mencurigakan,Pengguna melaporkan adanya Pelanggaran NIST mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Pelanggaran PCI mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Pelanggaran PCI mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Pelanggaran SOX mencurigakan,Sistem memberikan peringatan terkait Pelanggaran SOX mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Pelanggaran kebijakan khusus mencurigakan,Sistem mendeteksi indikasi Pelanggaran kebijakan khusus mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Pelanggaran kebijakan mencurigakan,Tiket dibuat karena ditemukan Pelanggaran kebijakan mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Pelanggaran kepatuhan mencurigakan,Kejadian Pelanggaran kepatuhan mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Pemalsuan email terdeteksi,Permintaan dukungan dibuat setelah sistem mencatat Pemalsuan email terdeteksi; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Pemanggilan API tidak sah,Peringatan tercatat setelah teridentifikasi Pemanggilan API tidak sah; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Pembajakan DNS mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Pembajakan DNS mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Pembajakan sesi mencurigakan,Indikasi Pembajakan sesi mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Pemindaian jaringan mencurigakan,Pengguna melaporkan adanya Pemindaian jaringan mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Pencurian cookie mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Pencurian cookie mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Penggunaan token API mencurigakan,Sistem memberikan peringatan terkait Penggunaan token API mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Penggunaan token JWT mencurigakan,Sistem mendeteksi indikasi Penggunaan token JWT mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Penggunaan token OAuth mencurigakan,Tiket dibuat karena ditemukan Penggunaan token OAuth mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Penyalahgunaan hak akses mencurigakan,Kejadian Penyalahgunaan hak akses mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Perangkat USB diblokir,Permintaan dukungan dibuat setelah sistem mencatat Perangkat USB diblokir; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Percobaan SQL injection,Peringatan tercatat setelah teridentifikasi Percobaan SQL injection; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Percobaan akses tidak sah,Pengguna meminta pemeriksaan setelah muncul indikasi Percobaan akses tidak sah yang tidak dikenali sebagai aktivitas normal.
Keamanan,Percobaan eskalasi hak akses,Indikasi Percobaan eskalasi hak akses muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Percobaan login brute force,Pengguna melaporkan adanya Percobaan login brute force; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Percobaan phishing dilaporkan,"Saat pemantauan berlangsung, sistem menemukan Percobaan phishing dilaporkan; sumber aktivitas belum dapat dipastikan."
Keamanan,Peringatan ICS mencurigakan,Sistem memberikan peringatan terkait Peringatan ICS mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Peringatan SCADA mencurigakan,Sistem mendeteksi indikasi Peringatan SCADA mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Peringatan SIEM mencurigakan,Tiket dibuat karena ditemukan Peringatan SIEM mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Peringatan SOC mencurigakan,Kejadian Peringatan SOC mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Peringatan endpoint mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Peringatan endpoint mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Peringatan intrusi firewall,Peringatan tercatat setelah teridentifikasi Peringatan intrusi firewall; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Peringatan malware,Pengguna meminta pemeriksaan setelah muncul indikasi Peringatan malware yang tidak dikenali sebagai aktivitas normal.
Keamanan,Peringatan perangkat IoT mencurigakan,Indikasi Peringatan perangkat IoT mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Peringatan perangkat OT mencurigakan,Pengguna melaporkan adanya Peringatan perangkat OT mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Peringatan perangkat seluler mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Peringatan perangkat seluler mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Perubahan registry mencurigakan,Sistem memberikan peringatan terkait Perubahan registry mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Port knocking mencurigakan,Sistem mendeteksi indikasi Port knocking mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,RAT mencurigakan terdeteksi,Tiket dibuat karena ditemukan RAT mencurigakan terdeteksi pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Rootkit ditemukan,Kejadian Rootkit ditemukan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Serangan DDoS terdeteksi,Permintaan dukungan dibuat setelah sistem mencatat Serangan DDoS terdeteksi; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Serangan man-in-the-middle mencurigakan,Peringatan tercatat setelah teridentifikasi Serangan man-in-the-middle mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Serangan rantai pasok mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Serangan rantai pasok mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Serangan replay mencurigakan,Indikasi Serangan replay mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Sertifikat kedaluwarsa,Pengguna melaporkan adanya Sertifikat kedaluwarsa; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Server C2 mencurigakan terdeteksi,"Saat pemantauan berlangsung, sistem menemukan Server C2 mencurigakan terdeteksi; sumber aktivitas belum dapat dipastikan."
Keamanan,Shadow IT mencurigakan terdeteksi,Sistem memberikan peringatan terkait Shadow IT mencurigakan terdeteksi; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Situs phishing diblokir,Sistem mendeteksi indikasi Situs phishing diblokir; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Skrip PowerShell mencurigakan,Tiket dibuat karena ditemukan Skrip PowerShell mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Startup layanan mencurigakan,Kejadian Startup layanan mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Trojan terdeteksi,Permintaan dukungan dibuat setelah sistem mencatat Trojan terdeteksi; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Tugas terjadwal mencurigakan,Peringatan tercatat setelah teridentifikasi Tugas terjadwal mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Tunneling lalu lintas mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Tunneling lalu lintas mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Unduhan file mencurigakan,Indikasi Unduhan file mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,ARP spoofing mencurigakan,Indikasi ARP spoofing mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Akses USB tidak sah,Pengguna melaporkan adanya Akses USB tidak sah; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Aktivitas VM mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Aktivitas VM mencurigakan; sumber aktivitas belum dapat dipastikan."
Perangkat Keras,BIOS laptop rusak,Pengguna mengalami BIOS laptop rusak; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Baterai laptop menggembung,Pengguna melaporkan Baterai laptop menggembung; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Baterai tidak mengisi daya,Pengguna meminta bantuan setelah mengalami Baterai tidak mengisi daya; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,CPU terlalu panas,Pengguna mendapati CPU terlalu panas; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Casing laptop retak,Tiket dibuat karena ditemukan Casing laptop retak; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Desktop tidak dapat boot,Kendala Desktop tidak dapat boot muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Docking station tidak dikenali,Permintaan dukungan dibuat karena Docking station tidak dikenali terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Drive CD/DVD tidak berfungsi,"Saat digunakan untuk bekerja, perangkat menunjukkan Drive CD/DVD tidak berfungsi sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Driver perangkat keras tidak ditemukan,"Ketika perangkat dinyalakan atau digunakan, terjadi Driver perangkat keras tidak ditemukan yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Engsel laptop longgar,"Saat menjalankan aktivitas rutin, pengguna menemukan Engsel laptop longgar dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Engsel rusak,Pengguna mengalami Engsel rusak; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,GPU eksternal tidak terdeteksi,Pengguna melaporkan GPU eksternal tidak terdeteksi; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,GPU laptop tidak terdeteksi,Pengguna meminta bantuan setelah mengalami GPU laptop tidak terdeteksi; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,GPU terlalu panas,Pengguna mendapati GPU terlalu panas; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Gangguan perangkat keras menyebabkan layar biru,Tiket dibuat karena ditemukan Gangguan perangkat keras menyebabkan layar biru; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,HDD eksternal tidak dapat dipasang,Kendala HDD eksternal tidak dapat dipasang muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Hard drive mengalami kerusakan,Permintaan dukungan dibuat karena Hard drive mengalami kerusakan terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Hub USB tidak dikenali,"Saat digunakan untuk bekerja, perangkat menunjukkan Hub USB tidak dikenali sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Hubung singkat motherboard laptop,"Ketika perangkat dinyalakan atau digunakan, terjadi Hubung singkat motherboard laptop yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Kamera laptop buram,"Saat menjalankan aktivitas rutin, pengguna menemukan Kamera laptop buram dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Kapasitor motherboard rusak,Pengguna mengalami Kapasitor motherboard rusak; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Kartu grafis terlalu panas,Pengguna melaporkan Kartu grafis terlalu panas; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Kegagalan RAM,Pengguna meminta bantuan setelah mengalami Kegagalan RAM; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Kegagalan baterai CMOS laptop,Pengguna mendapati Kegagalan baterai CMOS laptop; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Kegagalan catu daya,Tiket dibuat karena ditemukan Kegagalan catu daya; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Kegagalan kipas laptop,Kendala Kegagalan kipas laptop muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Kegagalan lampu latar keyboard laptop,Permintaan dukungan dibuat karena Kegagalan lampu latar keyboard laptop terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Kegagalan lampu proyektor,"Saat digunakan untuk bekerja, perangkat menunjukkan Kegagalan lampu proyektor sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Kegagalan motherboard,"Ketika perangkat dinyalakan atau digunakan, terjadi Kegagalan motherboard yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Kegagalan perangkat periferal,"Saat menjalankan aktivitas rutin, pengguna menemukan Kegagalan perangkat periferal dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Kegagalan slot RAM laptop,Pengguna mengalami Kegagalan slot RAM laptop; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Kegagalan speaker/audio,Pengguna melaporkan Kegagalan speaker/audio; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Kertas printer macet,Pengguna meminta bantuan setelah mengalami Kertas printer macet; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Kesalahan BIOS,Pengguna mendapati Kesalahan BIOS; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Kesalahan kartrid tinta printer,Tiket dibuat karena ditemukan Kesalahan kartrid tinta printer; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Keyboard tidak berfungsi dengan baik,Kendala Keyboard tidak berfungsi dengan baik muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Kipas laptop berisik,Permintaan dukungan dibuat karena Kipas laptop berisik terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Laptop mati karena terlalu panas,"Saat digunakan untuk bekerja, perangkat menunjukkan Laptop mati karena terlalu panas sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Laptop tidak dapat menyala,"Ketika perangkat dinyalakan atau digunakan, terjadi Laptop tidak dapat menyala yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar laptop berkedip,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar laptop berkedip dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar laptop bermasalah,Pengguna mengalami Layar laptop bermasalah; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Layar laptop berwarna jingga,Pengguna melaporkan Layar laptop berwarna jingga; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Layar laptop berwarna kebiruan,Pengguna meminta bantuan setelah mengalami Layar laptop berwarna kebiruan; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Layar laptop berwarna kehijauan,Pengguna mendapati Layar laptop berwarna kehijauan; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Layar laptop berwarna kekuningan,Tiket dibuat karena ditemukan Layar laptop berwarna kekuningan; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Layar laptop berwarna kemerahan,Kendala Layar laptop berwarna kemerahan muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
Perangkat Keras,Layar laptop berwarna merah muda,Permintaan dukungan dibuat karena Layar laptop berwarna merah muda terjadi berulang pada perangkat yang digunakan untuk pekerjaan.
Perangkat Keras,Layar laptop berwarna ungu,"Saat digunakan untuk bekerja, perangkat menunjukkan Layar laptop berwarna ungu sehingga fungsi terkait tidak dapat digunakan secara konsisten."
Perangkat Keras,Layar laptop driver tidak tersedia,"Ketika perangkat dinyalakan atau digunakan, terjadi Layar laptop driver tidak tersedia yang mengganggu penyelesaian pekerjaan pengguna."
Perangkat Keras,Layar laptop engselnya rusak,"Saat menjalankan aktivitas rutin, pengguna menemukan Layar laptop engselnya rusak dan perangkat tidak merespons seperti biasanya."
Perangkat Keras,Layar laptop kabelnya longgar,Pengguna mengalami Layar laptop kabelnya longgar; perangkat tidak berfungsi normal dan gangguan tetap terjadi setelah dicoba kembali.
Perangkat Keras,Layar laptop konektornya gagal berfungsi,Pengguna melaporkan Layar laptop konektornya gagal berfungsi; masalah muncul saat perangkat digunakan dan belum pulih setelah pemeriksaan awal.
Perangkat Keras,Layar laptop lampu latar gagal berfungsi,Pengguna meminta bantuan setelah mengalami Layar laptop lampu latar gagal berfungsi; percobaan penggunaan ulang belum menyelesaikan masalah.
Perangkat Keras,Layar laptop memiliki piksel mati,Pengguna mendapati Layar laptop memiliki piksel mati; kondisi perangkat menjadi tidak stabil dan memerlukan pemeriksaan lebih lanjut.
Perangkat Keras,Layar laptop menampilkan bayangan gambar,Tiket dibuat karena ditemukan Layar laptop menampilkan bayangan gambar; kondisi tersebut menghambat penggunaan perangkat pada aktivitas harian.
Perangkat Keras,Layar laptop menampilkan gambar beku,Kendala Layar laptop menampilkan gambar beku muncul pada perangkat pengguna dan menyebabkan salah satu fungsi utama tidak bekerja sebagaimana mestinya.
